iteration,total_return,total_trades,win_rate,profit_factor,sharpe_ratio,sortino_ratio,max_drawdown,avg_trade,avg_win,avg_loss,best_trade,worst_trade,recovery_factor,win_loss_ratio,expectancy,sqn,trades_per_day,start_date,end_date,timestamp,config,currency
76,-3.066617,434,39.400922,0.892128,-1.402994,-2.422155,4.996969,-70.659382,1483.144498,-1080.927303,3794.596856,-1199.812715,0.613695,1.372104,-70.659382,-1.037239,3.677966,2019-11-27 21:45:00,2020-03-25 19:15:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
77,-4.088065,279,35.842294,0.785683,-2.463849,-3.689785,4.700296,-146.525623,1498.675032,-1065.632135,3655.918385,-1199.498910,0.869746,1.406372,-146.525623,-1.738103,2.364407,2019-10-27 20:00:00,2020-02-23 19:30:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
78,-0.334517,194,38.659794,0.973251,-0.281314,-0.492459,2.709936,-17.243159,1622.820083,-1050.896463,3635.386359,-1186.912783,0.123441,1.544225,-17.243159,-0.159472,1.686957,2024-05-27 01:00:00,2024-09-19 08:45:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
79,-7.879623,451,33.037694,0.756718,-4.296609,-7.129746,9.371149,-174.714475,1644.913148,-1072.477772,3717.697310,-1199.415679,0.840839,1.533750,-174.714475,-2.508476,3.822034,2020-08-26 09:30:00,2020-12-22 12:15:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
80,-4.302914,242,36.776860,0.737388,-3.022810,-4.670337,5.376550,-177.806378,1357.542736,-1070.917954,3783.769093,-1197.749348,0.800311,1.267644,-177.806378,-2.040314,2.068376,2021-08-18 22:15:00,2021-12-14 06:00:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
81,-10.966047,352,28.977273,0.592017,-6.881483,-8.030022,11.443803,-311.535432,1560.063244,-1075.147692,3649.736880,-1198.990091,0.958252,1.451022,-311.535432,-4.328726,2.983051,2018-12-13 05:15:00,2019-04-11 04:30:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
82,-0.165764,217,40.092166,0.988008,-0.106268,-0.195818,2.675771,-7.638896,1569.759089,-1063.282164,3563.866171,-1199.170322,0.061950,1.476334,-7.638896,-0.076386,1.886957,2019-04-29 13:30:00,2019-08-23 09:15:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
83,-9.559289,433,32.563510,0.696517,-5.303559,-8.034820,10.244134,-220.768802,1555.978254,-1078.718579,3743.998714,-1199.993185,0.933148,1.442432,-220.768802,-3.198911,3.638655,2020-09-09 16:30:00,2021-01-07 10:15:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
84,-3.914992,259,33.976834,0.785924,-2.351435,-3.523597,4.414984,-151.157987,1633.279518,-1069.465006,3761.124331,-1197.319647,0.886751,1.527193,-151.157987,-1.673474,2.213675,2021-11-05 06:15:00,2022-03-02 15:00:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
85,-3.049289,288,35.069444,0.847200,-2.370496,-3.479762,4.730316,-105.878094,1673.941166,-1067.170849,3793.521815,-1199.369774,0.644627,1.568578,-105.878094,-1.202286,2.461538,2018-04-27 05:15:00,2018-08-22 13:00:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
86,-8.849664,369,32.520325,0.668721,-4.848305,-7.756300,9.324269,-239.828290,1488.666282,-1072.837722,3933.144654,-1199.521959,0.949100,1.387597,-239.828290,-3.324009,3.208696,2018-01-15 08:30:00,2018-05-10 16:15:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
87,-5.933426,374,34.224599,0.775874,-3.303175,-6.693585,6.278108,-158.647741,1604.701057,-1076.162563,3675.128042,-1197.347566,0.945098,1.491133,-158.647741,-2.107253,3.252174,2020-07-27 15:45:00,2020-11-19 23:30:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
