trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,final_exit_pips,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_pnl_total,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
65,2021-04-15 21:15:00,0.773179,short,1.000000,40.604362,False,Standard (NTI+MB+IC),0.774179,10.000000,0.772019,0.770859,0.769313,2021-04-15 23:00:00,0.773121,trailing_stop,0,1.750000,57.675232,0.576752,57.675232,,,,,,,,,,
66,2021-04-15 23:15:00,0.773379,short,1.000000,56.506063,False,Standard (NTI+MB+IC),0.774379,10.000000,0.772219,0.771059,0.769512,2021-04-16 01:45:00,0.774565,stop_loss,0,2.500000,-1185.995519,-11.859955,-1185.995519,,,,,,,,,,
67,2021-04-16 02:00:00,0.774362,short,1.000000,20.060017,False,Standard (NTI+MB+IC),0.774427,0.644302,0.773201,0.772039,0.770491,2021-04-16 03:45:00,0.774361,trailing_stop,0,1.750000,651.687023,0.016761,651.687023,TP0,0.500000,331.247436,TP0,0.165000,191.654717,651.310814,TP0,0.110550,128.408661
68,2021-04-16 15:00:00,0.773066,short,1.000000,35.559318,False,Standard (NTI+MB+IC),0.774066,10.000000,0.771906,0.770747,0.769201,2021-04-18 22:30:00,0.773033,trailing_stop,0,55.500000,979.703033,0.334070,979.703033,TP0,0.500000,402.990676,TP0,0.165000,191.333830,722.518173,TP0,0.110550,128.193666
69,2021-04-19 03:45:00,0.776640,long,1.000000,41.535388,False,Standard (NTI+MB+IC),0.775640,10.000000,0.777805,0.778970,0.780523,2021-04-19 09:15:00,0.776702,trailing_stop,0,5.500000,1010.681577,0.621659,1010.681577,TP0,0.500000,434.935701,TP0,0.165000,192.218432,755.940483,TP0,0.110550,128.786349
70,2021-04-19 10:00:00,0.776288,long,1.000000,15.930858,False,Standard (NTI+MB+IC),0.775288,10.000000,0.777453,0.778617,0.780170,2021-04-19 11:15:00,0.776350,trailing_stop,0,1.250000,286.955550,0.621346,286.955550,TP0,0.500000,255.888227,,,,255.888227,,,
71,2021-04-19 11:30:00,0.775694,long,1.000000,20.869410,False,Standard (NTI+MB+IC),0.775439,2.552076,0.776857,0.778021,0.779572,2021-04-19 15:15:00,0.775358,stop_loss,0,3.750000,-39.962822,-3.360046,-39.962822,TP0,0.500000,128.039497,,,,128.039497,,,
72,2021-04-19 15:45:00,0.775630,short,1.000000,34.511720,False,Standard (NTI+MB+IC),0.776162,5.326011,0.774466,0.773303,0.771751,2021-04-19 18:00:00,0.775627,trailing_stop,0,2.250000,161.032573,0.025621,161.032573,TP0,0.500000,159.751511,,,,159.751511,,,
73,2021-04-19 21:30:00,0.777353,long,1.000000,44.592767,False,Standard (NTI+MB+IC),0.776353,10.000000,0.778519,0.779685,0.781240,2021-04-20 05:30:00,0.778994,trailing_stop,0,8.000000,1211.340638,16.403733,1211.340638,TP0,0.500000,628.324662,TP0,0.165000,192.394954,949.624236,TP0,0.110550,128.904619
74,2021-04-20 05:45:00,0.777826,long,1.000000,22.161266,False,Standard (NTI+MB+IC),0.778153,3.273310,0.778992,0.780159,0.781715,2021-04-20 06:00:00,0.778119,stop_loss,0,0.250000,292.950606,2.929506,292.950606,,,,,,,,,,
75,2021-04-20 06:15:00,0.777478,long,1.000000,25.498037,False,Standard (NTI+MB+IC),0.778161,6.832291,0.778644,0.779810,0.781365,2021-04-20 06:30:00,0.778099,stop_loss,0,0.250000,620.860069,6.208601,620.860069,,,,,,,,,,
76,2021-04-20 07:00:00,0.776850,short,1.000000,60.862180,False,Standard (NTI+MB+IC),0.777850,10.000000,0.775684,0.774519,0.772966,2021-04-20 07:30:00,0.777886,stop_loss,0,0.500000,-1036.181222,-10.361812,-1036.181222,,,,,,,,,,
77,2021-04-20 07:45:00,0.777872,short,1.000000,47.874073,False,Standard (NTI+MB+IC),0.778756,8.837401,0.776705,0.775538,0.773983,2021-04-20 09:30:00,0.777805,trailing_stop,0,1.750000,814.012506,0.668647,814.012506,TP0,0.500000,396.019613,TP0,0.165000,192.523330,717.533574,TP0,0.110550,128.990631
78,2021-04-20 10:30:00,0.776191,short,1.000000,28.234620,False,Standard (NTI+MB+IC),0.777191,10.000000,0.775027,0.773863,0.772310,2021-04-21 11:15:00,0.772856,trailing_stop,0,24.750000,1242.830892,33.354543,1242.830892,TP0,0.500000,660.687361,TP0,0.165000,192.107365,981.506661,TP0,0.110550,128.711935
79,2021-04-21 11:30:00,0.775638,long,1.000000,50.071068,False,Standard (NTI+MB+IC),0.774638,10.000000,0.776802,0.777965,0.779516,2021-04-21 23:15:00,0.775681,trailing_stop,0,11.750000,42.819097,0.428191,42.819097,,,,,,,,,,
80,2021-04-22 01:15:00,0.774188,short,1.000000,38.455698,False,Standard (NTI+MB+IC),0.775188,10.000000,0.773027,0.771866,0.770318,2021-04-22 02:45:00,0.775283,stop_loss,0,1.500000,-1094.297153,-10.942972,-1094.297153,,,,,,,,,,
81,2021-04-22 08:30:00,0.773248,short,1.000000,38.609046,False,Standard (NTI+MB+IC),0.774248,10.000000,0.772088,0.770929,0.769382,2021-04-22 23:30:00,0.772418,trailing_stop,0,15.000000,874.113045,8.305255,874.113045,TP0,0.500000,294.176781,TP0,0.165000,191.378968,613.779657,TP0,0.110550,128.223908
82,2021-04-23 01:00:00,0.773567,long,1.000000,52.721964,False,Standard (NTI+MB+IC),0.772567,10.000000,0.774727,0.775887,0.777434,2021-04-23 04:00:00,0.773643,trailing_stop,0,3.000000,76.363918,0.763639,76.363918,,,,,,,,,,
83,2021-04-23 15:15:00,0.775931,long,1.000000,53.570229,False,Standard (NTI+MB+IC),0.774931,10.000000,0.777095,0.778259,0.779811,2021-04-23 16:45:00,0.774848,stop_loss,0,1.500000,-1083.093378,-10.830934,-1083.093378,,,,,,,,,,
84,2021-04-25 17:00:00,0.773966,long,1.000000,21.437893,False,Standard (NTI+MB+IC),0.773663,3.027657,0.775127,0.776288,0.777836,2021-04-27 21:45:00,0.778405,trailing_stop,0,52.750000,712.403462,44.390900,712.403462,TP0,0.500000,131.928855,TP0,0.165000,191.556620,451.828411,TP0,0.110550,128.342936
85,2021-04-27 22:00:00,0.774014,short,1.000000,49.576526,False,Standard (NTI+MB+IC),0.775014,10.000000,0.772853,0.771692,0.770144,2021-04-27 23:15:00,0.773940,trailing_stop,0,1.250000,299.281487,0.742752,299.281487,TP0,0.500000,262.143894,,,,262.143894,,,
86,2021-04-27 23:30:00,0.774196,short,1.000000,46.961934,False,Standard (NTI+MB+IC),0.775196,10.000000,0.773035,0.771874,0.770325,2021-04-28 03:45:00,0.774136,trailing_stop,0,4.250000,378.568685,0.607469,378.568685,TP0,0.500000,348.195224,,,,348.195224,,,
87,2021-04-28 10:45:00,0.776534,long,1.000000,41.789035,False,Standard (NTI+MB+IC),0.775534,10.000000,0.777699,0.778863,0.780416,2021-04-28 13:00:00,0.776616,trailing_stop,0,2.250000,82.659661,0.826597,82.659661,,,,,,,,,,
