trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_pnl_total,final_exit_pips,pnl_per_million,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl
374,2020-12-10 10:00:00,0.752189,long,1.000000,40.208985,False,Standard (NTI+MB+IC),0.751689,5.000000,0.752866,0.753543,0.754445,2020-12-10 10:45:00,0.751580,stop_loss,0,0.750000,-69.618231,PPT,0.700000,112.985591,112.985591,-6.086794,-69.618231,,,
375,2020-12-10 11:00:00,0.751394,long,1.000000,42.010853,False,Standard (NTI+MB+IC),0.750894,5.000000,0.752070,0.752747,0.753648,2020-12-10 12:00:00,0.752070,take_profit_1,1,1.000000,312.065567,PPT,0.700000,109.189182,312.065567,6.762546,312.065567,TP1,0.300000,202.876384
376,2020-12-10 12:15:00,0.752834,long,1.000000,43.533512,False,Standard (NTI+MB+IC),0.752334,5.000000,0.753512,0.754189,0.755093,2020-12-10 15:15:00,0.753512,take_profit_1,1,3.000000,417.227642,PPT,0.700000,213.962371,417.227642,6.775509,417.227642,TP1,0.300000,203.265272
377,2020-12-10 15:30:00,0.753559,long,1.000000,36.774044,False,Standard (NTI+MB+IC),0.753059,5.000000,0.754237,0.754915,0.755819,2020-12-10 18:30:00,0.752919,stop_loss,0,3.000000,-16.008749,PPT,0.700000,175.889286,175.889286,-6.396601,-16.008749,,,
378,2020-12-10 18:45:00,0.752312,long,1.000000,14.766908,False,Standard (NTI+MB+IC),0.751812,5.000000,0.752989,0.753666,0.754569,2020-12-10 19:00:00,0.752989,take_profit_1,1,0.250000,460.767118,PPT,0.700000,257.642895,460.767118,6.770807,460.767118,TP1,0.300000,203.124223
379,2020-12-10 20:00:00,0.754573,long,1.000000,24.286533,False,Standard (NTI+MB+IC),0.754073,5.000000,0.755252,0.755931,0.756837,2020-12-10 20:15:00,0.755252,take_profit_1,1,0.250000,348.613185,PPT,0.700000,144.878467,348.613185,6.791157,348.613185,TP1,0.300000,203.734718
380,2020-12-10 20:30:00,0.755140,long,1.000000,34.591307,False,Standard (NTI+MB+IC),0.754640,5.000000,0.755819,0.756499,0.757405,2020-12-10 20:45:00,0.755819,take_profit_1,1,0.250000,757.160264,PPT,0.700000,553.272569,757.160264,6.796256,757.160264,TP1,0.300000,203.887695
381,2020-12-10 21:00:00,0.755500,long,1.000000,45.248720,False,Standard (NTI+MB+IC),0.755000,5.000000,0.756180,0.756860,0.757767,2020-12-10 21:15:00,0.756180,take_profit_1,1,0.250000,679.887097,PPT,0.700000,475.902059,679.887097,6.799501,679.887097,TP1,0.300000,203.985038
382,2020-12-10 21:30:00,0.755758,long,1.000000,53.843206,False,Standard (NTI+MB+IC),0.755258,5.000000,0.756438,0.757119,0.758025,2020-12-10 22:00:00,0.756438,take_profit_1,1,0.500000,604.326311,PPT,0.700000,400.271602,604.326311,6.801824,604.326311,TP1,0.300000,204.054710
383,2020-12-10 22:15:00,0.756384,long,1.000000,58.247302,False,Standard (NTI+MB+IC),0.755884,5.000000,0.757065,0.757746,0.758653,2020-12-10 23:00:00,0.757065,take_profit_1,1,0.750000,341.367555,PPT,0.700000,137.143854,341.367555,6.807457,341.367555,TP1,0.300000,204.223702
384,2020-12-10 23:15:00,0.756508,long,1.000000,62.039399,False,Standard (NTI+MB+IC),0.756008,5.000000,0.757189,0.757870,0.758778,2020-12-10 23:45:00,0.755837,stop_loss,0,0.500000,-671.155210,,,,,-6.711552,-671.155210,,,
385,2020-12-11 00:00:00,0.755857,long,1.000000,53.642784,False,Standard (NTI+MB+IC),0.755357,5.000000,0.756537,0.757218,0.758125,2020-12-11 01:30:00,0.756537,take_profit_1,1,1.500000,668.030748,PPT,0.700000,463.949300,668.030748,6.802715,668.030748,TP1,0.300000,204.081448
386,2020-12-11 01:45:00,0.756352,long,1.000000,41.392981,False,Standard (NTI+MB+IC),0.755852,5.000000,0.757033,0.757713,0.758621,2020-12-11 02:45:00,0.755668,stop_loss,0,1.000000,59.612962,PPT,0.700000,264.644808,264.644808,-6.834395,59.612962,,,
387,2020-12-11 03:00:00,0.754636,long,1.000000,20.182631,False,Standard (NTI+MB+IC),0.754136,5.000000,0.755315,0.755994,0.756900,2020-12-11 03:15:00,0.754090,stop_loss,0,0.250000,-546.143769,,,,,-5.461438,-546.143769,,,
388,2020-12-11 03:30:00,0.753319,long,1.000000,23.436211,False,Standard (NTI+MB+IC),0.754125,8.058893,0.753997,0.754675,0.755579,2020-12-11 03:45:00,0.753980,stop_loss,0,0.250000,660.385115,,,,,6.603851,660.385115,,,
389,2020-12-11 04:00:00,0.753719,long,1.000000,25.088919,False,Standard (NTI+MB+IC),0.754120,4.007241,0.754397,0.755076,0.755980,2020-12-11 04:15:00,0.753951,stop_loss,0,0.250000,232.241573,,,,,2.322416,232.241573,,,
390,2020-12-11 04:45:00,0.752867,short,1.000000,47.784431,False,Standard (NTI+MB+IC),0.753367,5.000000,0.752189,0.751512,0.750608,2020-12-11 05:00:00,0.753555,stop_loss,0,0.250000,-688.254287,,,,,-6.882543,-688.254287,,,
391,2020-12-11 05:15:00,0.753948,short,1.000000,45.067408,False,Standard (NTI+MB+IC),0.754448,5.000000,0.753269,0.752591,0.751686,2020-12-11 05:30:00,0.753269,take_profit_1,1,0.250000,635.961701,PPT,0.700000,432.395820,635.961701,6.785529,635.961701,TP1,0.300000,203.565881
392,2020-12-11 05:45:00,0.752744,short,1.000000,42.765352,False,Standard (NTI+MB+IC),0.753244,5.000000,0.752066,0.751389,0.750485,2020-12-11 08:00:00,0.753306,stop_loss,0,2.250000,-19.232650,PPT,0.700000,149.540726,149.540726,-5.625779,-19.232650,,,
393,2020-12-13 17:30:00,0.754981,long,1.000000,29.351235,False,Standard (NTI+MB+IC),0.754481,5.000000,0.755660,0.756340,0.757246,2020-12-13 19:15:00,0.754429,stop_loss,0,1.750000,170.027159,PPT,0.700000,335.569836,335.569836,-5.518089,170.027159,,,
394,2020-12-14 02:30:00,0.756243,long,1.000000,54.599985,False,Standard (NTI+MB+IC),0.755743,5.000000,0.756924,0.757604,0.758512,2020-12-14 03:00:00,0.756924,take_profit_1,1,0.500000,908.983793,PPT,0.700000,704.798144,908.983793,6.806188,908.983793,TP1,0.300000,204.185649
395,2020-12-14 03:15:00,0.756195,long,1.000000,62.762609,False,Standard (NTI+MB+IC),0.755695,5.000000,0.756875,0.757556,0.758463,2020-12-14 06:15:00,0.756875,take_profit_1,1,3.000000,312.939724,PPT,0.700000,108.767177,312.939724,6.805752,312.939724,TP1,0.300000,204.172547
396,2020-12-14 06:30:00,0.756814,long,1.000000,58.899093,False,Standard (NTI+MB+IC),0.756314,5.000000,0.757496,0.758177,0.759085,2020-12-14 07:30:00,0.757496,take_profit_1,1,1.000000,369.242910,PPT,0.700000,164.903015,369.242910,6.811330,369.242910,TP1,0.300000,204.339895
397,2020-12-14 07:45:00,0.757060,long,1.000000,51.971060,False,Standard (NTI+MB+IC),0.756560,5.000000,0.757741,0.758423,0.759331,2020-12-14 09:00:00,0.757741,take_profit_1,1,1.250000,323.540802,PPT,0.700000,119.134654,323.540802,6.813538,323.540802,TP1,0.300000,204.406148
398,2020-12-14 09:15:00,0.757202,long,1.000000,48.455479,False,Standard (NTI+MB+IC),0.756702,5.000000,0.757883,0.758565,0.759473,2020-12-14 09:45:00,0.756594,stop_loss,0,0.500000,-607.591732,,,,,-6.075917,-607.591732,,,
399,2020-12-14 10:00:00,0.754795,long,1.000000,21.935750,False,Standard (NTI+MB+IC),0.755450,6.557584,0.755474,0.756153,0.757059,2020-12-14 10:15:00,0.755350,stop_loss,0,0.250000,555.321845,,,,,5.553218,555.321845,,,
400,2020-12-14 10:30:00,0.754487,long,1.000000,24.684499,False,Standard (NTI+MB+IC),0.755474,9.872235,0.755166,0.755845,0.756750,2020-12-14 10:45:00,0.755290,stop_loss,0,0.250000,802.801824,,,,,8.028018,802.801824,,,
401,2020-12-14 11:15:00,0.753334,short,1.000000,57.285289,False,Standard (NTI+MB+IC),0.753834,5.000000,0.752656,0.751978,0.751074,2020-12-14 12:00:00,0.753954,stop_loss,0,0.750000,-619.466262,,,,,-6.194663,-619.466262,,,
402,2020-12-14 12:15:00,0.754173,short,1.000000,52.818276,False,Standard (NTI+MB+IC),0.754673,5.000000,0.753494,0.752816,0.751911,2020-12-14 15:30:00,0.753494,take_profit_1,1,3.250000,394.782746,PPT,0.700000,191.156014,394.782746,6.787558,394.782746,TP1,0.300000,203.626732
403,2020-12-14 15:45:00,0.753306,short,1.000000,25.515545,False,Standard (NTI+MB+IC),0.753806,5.000000,0.752628,0.751950,0.751046,2020-12-14 19:15:00,0.753936,stop_loss,0,3.500000,-80.221361,PPT,0.700000,108.883280,108.883280,-6.303488,-80.221361,,,
404,2020-12-14 22:15:00,0.752387,short,1.000000,37.695525,False,Standard (NTI+MB+IC),0.752887,5.000000,0.751709,0.751032,0.750129,2020-12-14 22:30:00,0.751709,take_profit_1,1,0.250000,634.708357,PPT,0.700000,431.563996,634.708357,6.771479,634.708357,TP1,0.300000,203.144360
405,2020-12-14 22:45:00,0.751621,short,1.000000,44.783238,False,Standard (NTI+MB+IC),0.752121,5.000000,0.750945,0.750268,0.749366,2020-12-14 23:30:00,0.750945,take_profit_1,1,0.750000,392.610305,PPT,0.700000,189.672645,392.610305,6.764589,392.610305,TP1,0.300000,202.937659
406,2020-12-14 23:45:00,0.750832,short,1.000000,56.551426,False,Standard (NTI+MB+IC),0.751332,5.000000,0.750156,0.749480,0.748579,2020-12-15 00:00:00,0.751436,stop_loss,0,0.250000,-604.071434,,,,,-6.040714,-604.071434,,,
407,2020-12-15 00:15:00,0.751534,short,1.000000,51.629068,False,Standard (NTI+MB+IC),0.752034,5.000000,0.750857,0.750181,0.749279,2020-12-15 00:45:00,0.752200,stop_loss,0,0.500000,-666.685071,,,,,-6.666851,-666.685071,,,
408,2020-12-15 01:45:00,0.752482,short,1.000000,13.997755,False,Standard (NTI+MB+IC),0.752982,5.000000,0.751804,0.751127,0.750224,2020-12-15 03:00:00,0.751804,take_profit_1,1,1.250000,365.241147,PPT,0.700000,162.071134,365.241147,6.772334,365.241147,TP1,0.300000,203.170013
409,2020-12-15 11:15:00,0.755170,long,1.000000,37.234651,False,Standard (NTI+MB+IC),0.754670,5.000000,0.755850,0.756529,0.757435,2020-12-15 12:45:00,0.755850,take_profit_1,1,1.500000,378.951498,PPT,0.700000,175.055620,378.951498,6.796529,378.951498,TP1,0.300000,203.895879
410,2020-12-15 13:00:00,0.757016,long,1.000000,58.170494,False,Standard (NTI+MB+IC),0.756516,5.000000,0.757698,0.758379,0.759287,2020-12-15 13:30:00,0.756431,stop_loss,0,0.500000,-585.370615,,,,,-5.853706,-585.370615,,,
411,2020-12-15 13:45:00,0.755567,long,1.000000,52.557839,False,Standard (NTI+MB+IC),0.755067,5.000000,0.756247,0.756927,0.757834,2020-12-15 15:15:00,0.756247,take_profit_1,1,1.500000,324.850177,PPT,0.700000,120.846990,324.850177,6.800106,324.850177,TP1,0.300000,204.003188
412,2020-12-15 15:30:00,0.756291,long,1.000000,34.002734,False,Standard (NTI+MB+IC),0.755791,5.000000,0.756972,0.757652,0.758560,2020-12-15 16:00:00,0.755634,stop_loss,0,0.500000,-657.382801,,,,,-6.573828,-657.382801,,,
413,2020-12-15 20:30:00,0.754783,long,1.000000,28.990150,False,Standard (NTI+MB+IC),0.754682,1.015864,0.755463,0.756142,0.757048,2020-12-15 21:00:00,0.755463,take_profit_1,1,0.500000,229.438166,PPT,0.700000,25.646658,229.438166,6.793050,229.438166,TP1,0.300000,203.791508
414,2020-12-16 04:30:00,0.757174,long,1.000000,37.045913,False,Standard (NTI+MB+IC),0.756674,5.000000,0.757855,0.758536,0.759445,2020-12-16 07:00:00,0.756489,stop_loss,0,2.500000,261.199923,PPT,0.700000,466.516423,466.516423,-6.843883,261.199923,,,
415,2020-12-16 14:15:00,0.754799,short,1.000000,31.458460,False,Standard (NTI+MB+IC),0.755299,5.000000,0.754120,0.753440,0.752534,2020-12-16 14:30:00,0.755401,stop_loss,0,0.250000,-602.239995,,,,,-6.022400,-602.239995,,,
416,2020-12-16 21:45:00,0.758691,long,1.000000,46.392357,False,Standard (NTI+MB+IC),0.758191,5.000000,0.759374,0.760057,0.760968,2020-12-17 00:15:00,0.759374,take_profit_1,1,2.500000,315.818711,PPT,0.700000,110.972014,315.818711,6.828223,315.818711,TP1,0.300000,204.846697
417,2020-12-17 01:15:00,0.759216,long,1.000000,44.435169,False,Standard (NTI+MB+IC),0.758716,5.000000,0.759899,0.760582,0.761494,2020-12-17 01:45:00,0.759899,take_profit_1,1,0.500000,368.877404,PPT,0.700000,163.889118,368.877404,6.832943,368.877404,TP1,0.300000,204.988286
418,2020-12-17 02:00:00,0.761170,long,1.000000,54.410727,False,Standard (NTI+MB+IC),0.760670,5.000000,0.761855,0.762540,0.763453,2020-12-17 02:30:00,0.761855,take_profit_1,1,0.500000,331.798116,PPT,0.700000,126.282325,331.798116,6.850526,331.798116,TP1,0.300000,205.515791
419,2020-12-17 02:45:00,0.761851,long,1.000000,66.001567,False,Standard (NTI+MB+IC),0.761351,5.000000,0.762536,0.763222,0.764136,2020-12-17 03:00:00,0.762536,take_profit_1,1,0.250000,359.301494,PPT,0.700000,153.601841,359.301494,6.856655,359.301494,TP1,0.300000,205.699654
420,2020-12-17 03:15:00,0.762240,long,1.000000,72.381624,False,Standard (NTI+MB+IC),0.761740,5.000000,0.762926,0.763612,0.764527,2020-12-17 04:15:00,0.762926,take_profit_1,1,1.000000,331.544487,PPT,0.700000,125.739587,331.544487,6.860163,331.544487,TP1,0.300000,205.804900
421,2020-12-17 04:30:00,0.763796,long,1.000000,83.329426,False,Standard (NTI+MB+IC),0.763296,5.000000,0.764483,0.765170,0.766087,2020-12-17 05:30:00,0.763192,stop_loss,0,1.000000,-603.177270,,,,,-6.031773,-603.177270,,,
422,2020-12-17 05:45:00,0.763339,long,1.000000,79.599425,False,Standard (NTI+MB+IC),0.762839,5.000000,0.764026,0.764713,0.765629,2020-12-17 07:15:00,0.762819,stop_loss,0,1.500000,-21.988501,PPT,0.700000,133.860283,133.860283,-5.194959,-21.988501,,,
423,2020-12-17 07:45:00,0.762836,long,1.000000,20.356121,False,Standard (NTI+MB+IC),0.762336,5.000000,0.763522,0.764209,0.765124,2020-12-17 09:00:00,0.762239,stop_loss,0,1.250000,6.067122,PPT,0.700000,185.059299,185.059299,-5.966406,6.067122,,,
424,2020-12-17 09:15:00,0.762116,long,1.000000,14.083348,False,Standard (NTI+MB+IC),0.761616,5.000000,0.762802,0.763488,0.764403,2020-12-17 09:45:00,0.762802,take_profit_1,1,0.500000,586.346304,PPT,0.700000,380.574898,586.346304,6.859047,586.346304,TP1,0.300000,205.771407
425,2020-12-17 10:00:00,0.762797,long,1.000000,22.481483,False,Standard (NTI+MB+IC),0.762297,5.000000,0.763483,0.764170,0.765085,2020-12-17 10:30:00,0.762275,stop_loss,0,0.500000,-521.892307,,,,,-5.218923,-521.892307,,,
426,2020-12-17 11:00:00,0.761745,long,1.000000,13.504734,False,Standard (NTI+MB+IC),0.761245,5.000000,0.762431,0.763116,0.764030,2020-12-17 12:30:00,0.762431,take_profit_1,1,1.500000,363.009283,PPT,0.700000,157.338071,363.009283,6.855707,363.009283,TP1,0.300000,205.671212
427,2020-12-17 21:15:00,0.761002,short,1.000000,46.325303,False,Standard (NTI+MB+IC),0.761502,5.000000,0.760317,0.759632,0.758719,2020-12-17 21:45:00,0.760317,take_profit_1,1,0.500000,535.691485,PPT,0.700000,330.221014,535.691485,6.849016,535.691485,TP1,0.300000,205.470471
428,2020-12-17 22:00:00,0.760323,short,1.000000,54.552657,False,Standard (NTI+MB+IC),0.760823,5.000000,0.759639,0.758955,0.758042,2020-12-17 23:30:00,0.759639,take_profit_1,1,1.500000,410.544605,PPT,0.700000,205.257334,410.544605,6.842909,410.544605,TP1,0.300000,205.287271
429,2020-12-17 23:45:00,0.759203,short,1.000000,58.294017,False,Standard (NTI+MB+IC),0.759703,5.000000,0.758519,0.757836,0.756925,2020-12-18 00:30:00,0.758519,take_profit_1,1,0.750000,465.820310,PPT,0.700000,260.835602,465.820310,6.832824,465.820310,TP1,0.300000,204.984708
430,2020-12-18 00:45:00,0.758414,short,1.000000,67.081346,False,Standard (NTI+MB+IC),0.758914,5.000000,0.757732,0.757049,0.756139,2020-12-18 01:00:00,0.759070,stop_loss,0,0.250000,-656.197348,,,,,-6.561973,-656.197348,,,
431,2020-12-18 01:15:00,0.759356,short,1.000000,57.470456,False,Standard (NTI+MB+IC),0.759856,5.000000,0.758673,0.757990,0.757078,2020-12-18 01:30:00,0.759859,stop_loss,0,0.250000,-503.100504,,,,,-5.031005,-503.100504,,,
432,2020-12-18 01:45:00,0.760035,short,1.000000,23.990727,False,Standard (NTI+MB+IC),0.760535,5.000000,0.759351,0.758667,0.757755,2020-12-18 03:15:00,0.760662,stop_loss,0,1.500000,-626.800539,,,,,-6.268005,-626.800539,,,
433,2020-12-18 03:30:00,0.760918,short,1.000000,15.274425,False,Standard (NTI+MB+IC),0.760995,0.763630,0.760234,0.759549,0.758636,2020-12-18 04:00:00,0.760234,take_profit_1,1,0.500000,582.283990,PPT,0.700000,376.836039,582.283990,6.848265,582.283990,TP1,0.300000,205.447951
434,2020-12-18 07:30:00,0.761836,long,1.000000,39.855797,False,Standard (NTI+MB+IC),0.761336,5.000000,0.762522,0.763207,0.764122,2020-12-18 07:45:00,0.761221,stop_loss,0,0.250000,-615.077153,,,,,-6.150772,-615.077153,,,
435,2020-12-20 17:00:00,0.759578,long,1.000000,17.334924,False,Standard (NTI+MB+IC),0.760733,11.556624,0.760261,0.760945,0.761856,2020-12-20 17:15:00,0.760577,stop_loss,0,0.250000,999.023573,,,,,9.990236,999.023573,,,
436,2020-12-20 18:00:00,0.759516,short,1.000000,39.125645,False,Standard (NTI+MB+IC),0.760016,5.000000,0.758833,0.758149,0.757238,2020-12-20 18:30:00,0.758833,take_profit_1,1,0.500000,874.600195,PPT,0.700000,669.530747,874.600195,6.835648,874.600195,TP1,0.300000,205.069448
437,2020-12-20 18:45:00,0.758664,short,1.000000,45.868300,False,Standard (NTI+MB+IC),0.759164,5.000000,0.757981,0.757298,0.756388,2020-12-20 19:30:00,0.759300,stop_loss,0,0.750000,-636.633278,,,,,-6.366333,-636.633278,,,
438,2020-12-20 21:00:00,0.758700,short,1.000000,29.172527,False,Standard (NTI+MB+IC),0.759200,5.000000,0.758017,0.757334,0.756424,2020-12-20 21:30:00,0.758017,take_profit_1,1,0.500000,498.922147,PPT,0.700000,294.073119,498.922147,6.828301,498.922147,TP1,0.300000,204.849028
439,2020-12-20 21:45:00,0.756816,short,1.000000,39.530298,False,Standard (NTI+MB+IC),0.757316,5.000000,0.756135,0.755454,0.754546,2020-12-20 23:00:00,0.757420,stop_loss,0,1.250000,-603.894893,,,,,-6.038949,-603.894893,,,
440,2020-12-20 23:15:00,0.756957,short,1.000000,49.130407,False,Standard (NTI+MB+IC),0.757457,5.000000,0.756275,0.755594,0.754686,2020-12-21 00:00:00,0.756275,take_profit_1,1,0.750000,369.992615,PPT,0.700000,165.614335,369.992615,6.812609,369.992615,TP1,0.300000,204.378280
441,2020-12-21 00:15:00,0.756103,short,1.000000,54.753525,False,Standard (NTI+MB+IC),0.756603,5.000000,0.755422,0.754742,0.753835,2020-12-21 02:15:00,0.755422,take_profit_1,1,2.000000,381.232224,PPT,0.700000,177.084420,381.232224,6.804927,381.232224,TP1,0.300000,204.147804
442,2020-12-21 02:30:00,0.753248,short,1.000000,68.198192,False,Standard (NTI+MB+IC),0.753748,5.000000,0.752570,0.751892,0.750988,2020-12-21 02:45:00,0.752570,take_profit_1,1,0.250000,607.921730,PPT,0.700000,404.544791,607.921730,6.779231,607.921730,TP1,0.300000,203.376939
443,2020-12-21 03:00:00,0.753290,short,1.000000,73.190226,False,Standard (NTI+MB+IC),0.753790,5.000000,0.752612,0.751934,0.751030,2020-12-21 03:30:00,0.753966,stop_loss,0,0.500000,-676.376179,,,,,-6.763762,-676.376179,,,
444,2020-12-21 03:45:00,0.754082,short,1.000000,63.176873,False,Standard (NTI+MB+IC),0.754582,5.000000,0.753403,0.752724,0.751819,2020-12-21 04:00:00,0.753403,take_profit_1,1,0.250000,1023.822769,PPT,0.700000,820.220698,1023.822769,6.786736,1023.822769,TP1,0.300000,203.602071
445,2020-12-21 04:15:00,0.752450,short,1.000000,61.423307,False,Standard (NTI+MB+IC),0.752950,5.000000,0.751772,0.751095,0.750192,2020-12-21 04:30:00,0.751772,take_profit_1,1,0.250000,1238.849282,PPT,0.700000,1035.687902,1238.849282,6.772046,1238.849282,TP1,0.300000,203.161380
446,2020-12-21 04:45:00,0.749685,short,1.000000,64.797824,False,Standard (NTI+MB+IC),0.750185,5.000000,0.749010,0.748336,0.747436,2020-12-21 05:00:00,0.749010,take_profit_1,1,0.250000,1381.962460,PPT,0.700000,1179.547492,1381.962460,6.747166,1381.962460,TP1,0.300000,202.414968
447,2020-12-21 05:15:00,0.746395,short,1.000000,69.989161,False,Standard (NTI+MB+IC),0.746895,5.000000,0.745723,0.745051,0.744155,2020-12-21 05:30:00,0.746973,stop_loss,0,0.250000,-578.467869,,,,,-5.784679,-578.467869,,,
448,2020-12-21 05:45:00,0.748467,short,1.000000,72.997955,False,Standard (NTI+MB+IC),0.748967,5.000000,0.747793,0.747120,0.746221,2020-12-21 06:00:00,0.748969,stop_loss,0,0.250000,-501.631456,,,,,-5.016315,-501.631456,,,
449,2020-12-21 06:15:00,0.749553,short,1.000000,66.746165,False,Standard (NTI+MB+IC),0.750053,5.000000,0.748879,0.748204,0.747305,2020-12-21 06:30:00,0.750109,stop_loss,0,0.250000,-555.401331,,,,,-5.554013,-555.401331,,,
450,2020-12-21 06:45:00,0.750531,short,1.000000,25.359669,False,Standard (NTI+MB+IC),0.751031,5.000000,0.749856,0.749180,0.748280,2020-12-21 07:15:00,0.751036,stop_loss,0,0.500000,-505.067854,,,,,-5.050679,-505.067854,,,
451,2020-12-21 07:30:00,0.751756,short,1.000000,17.856923,False,Standard (NTI+MB+IC),0.752256,5.000000,0.751079,0.750403,0.749501,2020-12-21 08:00:00,0.751079,take_profit_1,1,0.500000,403.096549,PPT,0.700000,200.122458,403.096549,6.765803,403.096549,TP1,0.300000,202.974090
452,2020-12-21 08:15:00,0.752052,short,1.000000,14.512390,False,Standard (NTI+MB+IC),0.752552,5.000000,0.751375,0.750698,0.749795,2020-12-21 08:30:00,0.752604,stop_loss,0,0.250000,-552.897790,,,,,-5.528978,-552.897790,,,
453,2020-12-21 08:45:00,0.752129,short,1.000000,14.357639,False,Standard (NTI+MB+IC),0.752629,5.000000,0.751452,0.750775,0.749873,2020-12-21 09:00:00,0.752756,stop_loss,0,0.250000,-626.767881,,,,,-6.267679,-626.767881,,,
454,2020-12-21 09:15:00,0.753376,short,1.000000,15.855012,False,Standard (NTI+MB+IC),0.753876,5.000000,0.752698,0.752020,0.751116,2020-12-21 10:15:00,0.753942,stop_loss,0,1.000000,-566.143871,,,,,-5.661439,-566.143871,,,
455,2020-12-21 10:30:00,0.754497,short,1.000000,20.555449,False,Standard (NTI+MB+IC),0.754328,1.698023,0.753818,0.753139,0.752234,2020-12-21 10:45:00,0.754339,stop_loss,0,0.250000,158.165505,,,,,1.581655,158.165505,,,
456,2020-12-21 11:00:00,0.756336,short,1.000000,24.617940,False,Standard (NTI+MB+IC),0.754330,20.053684,0.755655,0.754974,0.754067,2020-12-21 11:15:00,0.754467,stop_loss,0,0.250000,1868.431824,,,,,18.684318,1868.431824,,,
457,2020-12-21 11:45:00,0.757465,long,1.000000,60.519606,False,Standard (NTI+MB+IC),0.756965,5.000000,0.758147,0.758829,0.759738,2020-12-21 13:30:00,0.758147,take_profit_1,1,1.750000,389.868610,PPT,0.700000,185.353003,389.868610,6.817187,389.868610,TP1,0.300000,204.515607
458,2020-12-21 13:45:00,0.758290,long,1.000000,70.215358,False,Standard (NTI+MB+IC),0.757790,5.000000,0.758972,0.759654,0.760564,2020-12-21 14:00:00,0.758972,take_profit_1,1,0.250000,415.065557,PPT,0.700000,210.327384,415.065557,6.824606,415.065557,TP1,0.300000,204.738174
459,2020-12-21 14:15:00,0.759350,long,1.000000,74.155389,False,Standard (NTI+MB+IC),0.758850,5.000000,0.760033,0.760716,0.761628,2020-12-21 15:30:00,0.758735,stop_loss,0,1.250000,-50.999206,PPT,0.700000,133.313999,133.313999,-6.143773,-50.999206,,,
460,2020-12-21 15:45:00,0.758314,long,1.000000,27.221950,False,Standard (NTI+MB+IC),0.757814,5.000000,0.758997,0.759679,0.760589,2020-12-21 18:15:00,0.758997,take_profit_1,1,2.500000,495.915350,PPT,0.700000,291.170559,495.915350,6.824826,495.915350,TP1,0.300000,204.744791
461,2020-12-22 05:00:00,0.753458,short,1.000000,33.895604,False,Standard (NTI+MB+IC),0.753958,5.000000,0.752780,0.752102,0.751198,2020-12-22 05:30:00,0.754131,stop_loss,0,0.500000,-673.019899,,,,,-6.730199,-673.019899,,,
462,2020-12-22 11:45:00,0.752943,short,1.000000,39.723665,False,Standard (NTI+MB+IC),0.753443,5.000000,0.752266,0.751588,0.750685,2020-12-22 14:00:00,0.752266,take_profit_1,1,2.250000,653.732750,PPT,0.700000,450.438009,653.732750,6.776491,653.732750,TP1,0.300000,203.294740
463,2020-12-22 14:15:00,0.752239,short,1.000000,39.882445,False,Standard (NTI+MB+IC),0.752739,5.000000,0.751562,0.750885,0.749982,2020-12-22 14:45:00,0.752803,stop_loss,0,0.500000,-563.710535,,,,,-5.637105,-563.710535,,,
464,2020-12-23 02:45:00,0.757398,long,1.000000,45.451079,False,Standard (NTI+MB+IC),0.756898,5.000000,0.758080,0.758761,0.759670,2020-12-23 03:00:00,0.756865,stop_loss,0,0.250000,-532.827697,,,,,-5.328277,-532.827697,,,
465,2020-12-23 03:15:00,0.755563,long,1.000000,46.407922,False,Standard (NTI+MB+IC),0.755063,5.000000,0.756243,0.756923,0.757830,2020-12-23 03:30:00,0.756243,take_profit_1,1,0.250000,852.745350,PPT,0.700000,648.743280,852.745350,6.800069,852.745350,TP1,0.300000,204.002070
466,2020-12-23 03:45:00,0.756620,long,1.000000,40.203611,False,Standard (NTI+MB+IC),0.756120,5.000000,0.757301,0.757982,0.758890,2020-12-23 04:15:00,0.757301,take_profit_1,1,0.500000,477.232464,PPT,0.700000,272.945043,477.232464,6.809581,477.232464,TP1,0.300000,204.287421
467,2020-12-23 04:30:00,0.756723,long,1.000000,39.396159,False,Standard (NTI+MB+IC),0.756223,5.000000,0.757404,0.758085,0.758993,2020-12-23 07:15:00,0.756153,stop_loss,0,2.750000,2.397722,PPT,0.700000,173.205596,173.205596,-5.693596,2.397722,,,
468,2020-12-23 11:15:00,0.758759,long,1.000000,35.927163,False,Standard (NTI+MB+IC),0.758259,5.000000,0.759442,0.760125,0.761035,2020-12-23 12:00:00,0.758076,stop_loss,0,0.750000,-682.960018,,,,,-6.829600,-682.960018,,,
469,2020-12-23 22:00:00,0.759362,long,1.000000,42.081791,False,Standard (NTI+MB+IC),0.758862,5.000000,0.760046,0.760729,0.761640,2020-12-23 22:30:00,0.758745,stop_loss,0,0.500000,-617.571230,,,,,-6.175712,-617.571230,,,
